detection_id	reader_uwb_id	tag_id	tag_temperature	distance	tag_motion	insert_timestamp
878116	23208	54319	37	5,26	0	2022-07-13 08:48:49.270
878117	23208	54319	38	5,32	1	2022-07-13 08:48:54.287
878118	23208	54319	38	5,41	0	2022-07-13 08:48:59.317
878119	23208	54319	37	5,24	0	2022-07-13 08:49:04.363
878120	23208	54319	37	5,3	0	2022-07-13 08:49:09.363
878121	23208	54319	37	5,36	1	2022-07-13 08:49:14.397
878122	23208	54319	37	5,33	0	2022-07-13 08:49:19.410
878123	23208	54319	37	5,31	0	2022-07-13 08:49:24.443
878124	23208	54319	37	5,33	0	2022-07-13 08:49:29.477
878125	23208	54319	37	5,27	0	2022-07-13 08:49:34.507
878126	23208	54319	37	5,25	0	2022-07-13 08:49:39.523
878127	23208	54319	38	5,36	0	2022-07-13 08:49:44.540
878128	23208	54319	37	5,22	1	2022-07-13 08:49:49.587
878129	23208	54319	38	5,3	0	2022-07-13 08:49:54.600
878130	23208	54319	38	5,29	0	2022-07-13 08:49:59.617
878131	23208	54319	38	5,31	0	2022-07-13 08:50:04.633
878132	23208	54319	37	5,29	0	2022-07-13 08:50:09.663
878133	23208	54319	38	5,28	0	2022-07-13 08:50:14.697
878134	23208	54319	37	5,3	0	2022-07-13 08:50:19.710
878135	23208	54319	37	5,32	1	2022-07-13 08:50:24.743
878136	23208	54319	37	5,3	0	2022-07-13 08:50:29.807
878137	23208	54319	37	5,19	0	2022-07-13 08:50:34.807
878138	23208	54319	37	5,22	0	2022-07-13 08:50:39.820
