detection_id	reader_uwb_id	tag_id	tag_temperature	distance	tag_motion	insert_timestamp
878937	23208	54319	39	5,49	0	2022-07-13 09:57:39.700
878938	23208	54319	39	5,5	0	2022-07-13 09:57:44.733
878939	23208	54319	39	5,55	0	2022-07-13 09:57:49.763
878940	23208	54319	39	5,57	0	2022-07-13 09:57:54.780
878941	23208	54319	39	5,51	1	2022-07-13 09:57:59.810
878942	23208	54319	39	5,53	1	2022-07-13 09:58:04.827
878943	23208	54319	39	5,61	0	2022-07-13 09:58:09.857
878944	23208	54319	39	5,53	0	2022-07-13 09:58:14.873
878945	23208	54319	39	5,53	0	2022-07-13 09:58:19.903
878946	23208	54319	38	5,54	0	2022-07-13 09:58:24.937
878947	23208	54319	39	5,55	0	2022-07-13 09:58:29.950
878948	23208	54319	40	5,5	1	2022-07-13 09:58:34.983
878949	23208	54319	38	5,48	0	2022-07-13 09:58:40.110
878950	23208	54319	39	5,5	0	2022-07-13 09:58:45.030
878951	23208	54319	39	5,58	0	2022-07-13 09:58:50.047
878952	23208	54319	39	5,57	0	2022-07-13 09:58:55.077
878953	23208	54319	39	5,59	0	2022-07-13 09:59:00.093
878954	23208	54319	39	5,58	0	2022-07-13 09:59:05.123
878955	23208	54319	40	5,56	0	2022-07-13 09:59:10.157
878956	23208	54319	39	5,56	0	2022-07-13 09:59:15.170
878957	23208	54319	39	5,53	1	2022-07-13 09:59:20.203
878958	23208	54319	39	5,49	1	2022-07-13 09:59:25.233
878959	23208	54319	39	5,54	1	2022-07-13 09:59:30.250
878960	23208	54319	39	5,48	0	2022-07-13 09:59:35.280
878961	23208	54319	39	5,51	1	2022-07-13 09:59:40.297
878962	23208	54319	39	5,5	0	2022-07-13 09:59:45.330
878963	23208	54319	39	5,53	0	2022-07-13 09:59:50.360
878964	23208	54319	39	5,57	0	2022-07-13 09:59:55.377
878965	23208	54319	39	5,58	1	2022-07-13 10:00:00.407
878966	23208	54319	39	5,49	1	2022-07-13 10:00:05.423
878967	23208	54319	39	5,49	1	2022-07-13 10:00:10.453
878968	23208	54319	39	5,45	0	2022-07-13 10:00:15.517
878969	23208	54319	39	5,5	0	2022-07-13 10:00:20.517
878970	23208	54319	40	5,53	0	2022-07-13 10:00:25.530
878971	23208	54319	39	5,52	0	2022-07-13 10:00:30.547
878972	23208	54319	39	5,53	0	2022-07-13 10:00:35.580
878973	23208	54319	39	5,43	0	2022-07-13 10:00:40.593
878974	23208	54319	39	5,49	1	2022-07-13 10:00:45.627
878975	23208	54319	39	5,49	1	2022-07-13 10:00:50.657
878976	23208	54319	39	5,53	0	2022-07-13 10:00:55.673
878977	23208	54319	39	5,48	0	2022-07-13 10:01:00.703
878978	23208	54319	39	5,52	0	2022-07-13 10:01:05.720
878979	23208	54319	39	5,53	0	2022-07-13 10:01:10.750
878980	23208	54319	39	5,55	0	2022-07-13 10:01:15.783
878981	23208	54319	39	5,47	1	2022-07-13 10:01:20.800
878982	23208	54319	39	5,48	0	2022-07-13 10:01:25.813
878983	23208	54319	39	5,51	0	2022-07-13 10:01:30.847
878984	23208	54319	39	5,51	0	2022-07-13 10:01:35.877
878985	23208	54319	39	5,5	0	2022-07-13 10:01:40.910
878986	23208	54319	39	5,51	0	2022-07-13 10:01:45.923
878987	23208	54319	39	5,54	0	2022-07-13 10:01:50.957
878988	23208	54319	39	5,5	1	2022-07-13 10:01:55.970
878989	23208	54319	39	5,49	0	2022-07-13 10:02:00.987
878990	23208	54319	39	5,58	1	2022-07-13 10:02:06.017
878991	23208	54319	39	5,52	0	2022-07-13 10:02:11.050
878992	23208	54319	39	5,5	0	2022-07-13 10:02:16.080
878993	23208	54319	39	5,52	0	2022-07-13 10:02:21.097
878994	23208	54319	39	5,53	0	2022-07-13 10:02:26.127
878995	23208	54319	39	5,51	0	2022-07-13 10:02:31.160
878996	23208	54319	39	5,5	0	2022-07-13 10:02:36.173
878997	23208	54319	39	6,51	1	2022-07-13 10:02:41.190
878998	23208	54319	39	7,49	1	2022-07-13 10:02:46.220
878999	23208	54319	39	7,95	1	2022-07-13 10:02:51.253
879000	23208	54319	39	8,12	0	2022-07-13 10:03:01.300
879001	23208	54319	39	7,93	1	2022-07-13 10:03:06.363
879002	23208	54319	39	7,9	1	2022-07-13 10:03:11.347
879003	23208	54319	39	7,92	0	2022-07-13 10:03:16.380
879004	23208	54319	39	7,94	1	2022-07-13 10:03:21.393
879005	23208	54319	39	7,95	1	2022-07-13 10:03:26.427
879006	23208	54319	39	7,94	1	2022-07-13 10:03:31.457
879007	23208	54319	39	7,74	1	2022-07-13 10:03:36.473
879008	23208	54319	39	7,01	1	2022-07-13 10:03:41.523
879009	23208	54319	39	5,57	1	2022-07-13 10:03:46.520
879010	23208	54319	40	4,66	1	2022-07-13 10:03:51.567
879011	23208	54319	39	4,7	1	2022-07-13 10:03:56.583
879012	23208	54319	39	4,85	1	2022-07-13 10:04:01.597
879013	23208	54319	39	4,9	1	2022-07-13 10:04:06.613
879014	23208	54319	39	4,85	1	2022-07-13 10:04:11.643
879015	23208	54319	39	5,18	1	2022-07-13 10:04:16.677
879016	23208	54319	39	5,6	1	2022-07-13 10:04:21.690
879017	23208	54319	39	5,57	1	2022-07-13 10:04:26.723
879018	23208	54319	38	5,6	1	2022-07-13 10:04:31.753
879019	23208	54319	39	5,55	0	2022-07-13 10:04:36.770
879020	23208	54319	39	5,57	1	2022-07-13 10:04:41.800
879021	23208	54319	39	5,53	1	2022-07-13 10:04:46.817
879022	23208	54319	39	5,55	0	2022-07-13 10:04:51.850
879023	23208	54319	39	5,6	1	2022-07-13 10:04:56.863
879024	23208	54319	39	5,51	1	2022-07-13 10:05:01.910
879025	23208	54319	39	5,55	1	2022-07-13 10:05:06.927
879026	23208	54319	39	5,56	0	2022-07-13 10:05:11.943
879027	23208	54319	39	5,58	0	2022-07-13 10:05:16.973
879028	23208	54319	39	5,57	0	2022-07-13 10:05:22.007
879029	23208	54319	39	5,59	0	2022-07-13 10:05:27.020
879030	23208	54319	39	5,6	0	2022-07-13 10:05:32.053
879031	23208	54319	39	5,6	0	2022-07-13 10:05:37.067
879032	23208	54319	39	5,56	0	2022-07-13 10:05:42.083
879033	23208	54319	40	5,51	0	2022-07-13 10:05:47.117
879034	23208	54319	39	5,54	1	2022-07-13 10:05:52.147
879035	23208	54319	39	5,63	1	2022-07-13 10:05:57.177
879036	23208	54319	39	5,61	0	2022-07-13 10:06:02.210
879037	23208	54319	39	5,55	1	2022-07-13 10:06:07.223
879038	23208	54319	39	5,5	1	2022-07-13 10:06:12.240
879039	23208	54319	39	5,51	0	2022-07-13 10:06:17.270
879040	23208	54319	39	5,52	0	2022-07-13 10:06:22.287
879041	23208	54319	40	5,56	1	2022-07-13 10:06:27.320
879042	23208	54319	39	5,55	1	2022-07-13 10:06:32.333
879043	23208	54319	39	5,56	0	2022-07-13 10:06:37.367
879044	23208	54319	39	5,58	0	2022-07-13 10:06:42.397
879045	23208	54319	40	5,55	0	2022-07-13 10:06:47.430
879046	23208	54319	39	5,58	0	2022-07-13 10:06:52.443
879047	23208	54319	39	5,55	0	2022-07-13 10:06:57.477
879048	23208	54319	39	5,55	1	2022-07-13 10:07:02.490
879049	23208	54319	39	5,56	1	2022-07-13 10:07:07.540
879050	23208	54319	39	5,59	0	2022-07-13 10:07:12.553
879051	23208	54319	39	5,53	0	2022-07-13 10:07:17.570
879052	23208	54319	39	5,57	0	2022-07-13 10:07:22.600
879053	23208	54319	39	5,59	0	2022-07-13 10:07:27.617
879054	23208	54319	39	5,58	0	2022-07-13 10:07:32.650
879055	23208	54319	40	5,59	0	2022-07-13 10:07:37.663
879056	23208	54319	40	5,61	1	2022-07-13 10:07:42.710
879057	23208	54319	40	5,53	0	2022-07-13 10:07:47.773
879058	23208	54319	39	5,61	0	2022-07-13 10:07:52.743
879059	23208	54319	39	5,64	0	2022-07-13 10:07:57.773
879060	23208	54319	40	5,58	0	2022-07-13 10:08:02.790
879061	23208	54319	39	5,5	0	2022-07-13 10:08:07.807
879062	23208	54319	39	5,6	1	2022-07-13 10:08:12.837
879063	23208	54319	39	5,53	0	2022-07-13 10:08:17.870
879064	23208	54319	39	5,56	0	2022-07-13 10:08:22.900
879065	23208	54319	39	5,53	1	2022-07-13 10:08:27.917
879066	23208	54319	39	5,51	0	2022-07-13 10:08:32.930
879067	23208	54319	39	5,54	0	2022-07-13 10:08:37.963
879068	23208	54319	39	5,55	1	2022-07-13 10:08:42.993
879069	23208	54319	39	5,59	1	2022-07-13 10:08:48.010
879070	23208	54319	39	5,53	0	2022-07-13 10:08:53.040
879071	23208	54319	40	5,53	0	2022-07-13 10:08:58.073
879072	23208	54319	39	5,52	0	2022-07-13 10:09:03.087
879073	23208	54319	39	5,55	1	2022-07-13 10:09:08.120
879074	23208	54319	39	5,53	1	2022-07-13 10:09:13.150
879075	23208	54319	39	5,54	1	2022-07-13 10:09:18.167
879076	23208	54319	39	5,53	1	2022-07-13 10:09:23.197
879077	23208	54319	39	5,51	1	2022-07-13 10:09:28.213
879078	23208	54319	39	5,59	1	2022-07-13 10:09:33.243
879079	23208	54319	39	5,5	0	2022-07-13 10:09:38.277
879080	23208	54319	39	5,6	0	2022-07-13 10:09:43.290
879081	23208	54319	39	5,53	1	2022-07-13 10:09:48.307
879082	23208	54319	40	7,96	1	2022-07-13 10:09:53.353
879083	23208	54319	39	7,91	0	2022-07-13 10:09:58.370
879084	23208	54319	39	8,03	0	2022-07-13 10:10:03.400
879085	23208	54319	39	8,22	0	2022-07-13 10:10:08.417
879086	23208	54319	39	8,2	1	2022-07-13 10:10:13.433
879087	23208	54319	39	8,13	1	2022-07-13 10:10:18.463
879088	23208	54319	39	8,04	1	2022-07-13 10:10:23.497
879089	23208	54319	39	8,04	0	2022-07-13 10:10:28.510
879090	23208	54319	39	8,06	0	2022-07-13 10:10:33.543
879091	23208	54319	39	8,06	1	2022-07-13 10:10:38.573
879092	23208	54319	39	8,02	1	2022-07-13 10:10:43.590
879093	23208	54319	40	6,19	1	2022-07-13 10:10:48.620
879094	23208	54319	39	4,92	1	2022-07-13 10:10:53.637
879095	23208	54319	39	4,48	1	2022-07-13 10:10:58.670
879096	23208	54319	39	4,72	1	2022-07-13 10:11:03.700
879097	23208	54319	40	4,74	1	2022-07-13 10:11:08.730
879098	23208	54319	39	4,76	1	2022-07-13 10:11:13.747
879099	23208	54319	39	5,56	1	2022-07-13 10:11:18.780
879100	23208	54319	40	5,62	1	2022-07-13 10:11:23.793
879101	23208	54319	39	5,58	1	2022-07-13 10:11:28.827
879102	23208	54319	39	5,48	1	2022-07-13 10:11:33.857
879103	23208	54319	39	5,58	0	2022-07-13 10:11:38.857
879104	23208	54319	39	5,54	1	2022-07-13 10:11:43.887
879105	23208	54319	40	5,56	0	2022-07-13 10:11:48.920
879106	23208	54319	39	5,52	1	2022-07-13 10:11:53.937
879107	23208	54319	40	5,54	0	2022-07-13 10:11:58.967
879108	23208	54319	39	5,51	1	2022-07-13 10:12:03.983
879109	23208	54319	39	5,61	1	2022-07-13 10:12:09.013
879110	23208	54319	39	5,53	1	2022-07-13 10:12:14.043
879111	23208	54319	39	5,53	1	2022-07-13 10:12:19.077
879112	23208	54319	40	5,56	1	2022-07-13 10:12:24.090
879113	23208	54319	40	5,56	0	2022-07-13 10:12:29.170
879114	23208	54319	40	5,52	0	2022-07-13 10:12:34.153
879115	23208	54319	39	5,57	0	2022-07-13 10:12:39.170
879116	23208	54319	40	5,5	0	2022-07-13 10:12:44.200
879117	23208	54319	40	5,55	0	2022-07-13 10:12:49.217
879118	23208	54319	39	5,58	0	2022-07-13 10:12:54.280
879119	23208	54319	39	5,53	0	2022-07-13 10:12:59.263
879120	23208	54319	39	5,58	1	2022-07-13 10:13:04.297
879121	23208	54319	39	5,54	1	2022-07-13 10:13:09.310
879122	23208	54319	39	5,53	1	2022-07-13 10:13:14.343
879123	23208	54319	39	5,54	1	2022-07-13 10:15:05.173
879124	23208	54319	39	5,53	1	2022-07-13 10:15:05.173
879125	23208	54319	40	5,51	1	2022-07-13 10:15:05.190
879126	23208	54319	40	5,49	1	2022-07-13 10:15:05.190
879127	23208	54319	39	5,59	1	2022-07-13 10:15:05.203
879128	23208	54319	39	5,59	1	2022-07-13 10:15:05.203
879129	23208	54319	40	5,55	1	2022-07-13 10:15:05.220
879130	23208	54319	39	5,5	1	2022-07-13 10:15:05.237
879131	23208	54319	39	5,54	1	2022-07-13 10:15:05.237
879132	23208	54319	39	5,53	1	2022-07-13 10:15:05.250
879133	23208	54319	40	5,53	1	2022-07-13 10:15:05.267
879134	23208	54319	40	5,58	1	2022-07-13 10:15:05.267
879135	23208	54319	40	5,54	1	2022-07-13 10:15:05.283
879136	23208	54319	39	5,53	1	2022-07-13 10:15:05.300
879137	23208	54319	40	5,52	1	2022-07-13 10:15:05.300
879138	23208	54319	39	5,57	1	2022-07-13 10:15:05.300
879139	23208	54319	39	5,55	1	2022-07-13 10:15:05.313
879140	23208	54319	40	5,6	1	2022-07-13 10:15:05.330
879141	23208	54319	40	5,6	0	2022-07-13 10:15:05.330
879142	23208	54319	40	5,53	0	2022-07-13 10:15:05.347
879143	23208	54319	40	5,49	1	2022-07-13 10:15:09.907
879144	23208	54319	40	5,53	0	2022-07-13 10:15:14.923
879145	23208	54319	39	5,58	0	2022-07-13 10:15:19.953
879146	23208	54319	40	5,58	0	2022-07-13 10:15:24.987
879147	23208	54319	39	5,57	0	2022-07-13 10:15:30.017
879148	23208	54319	40	5,56	0	2022-07-13 10:15:35.033
879149	23208	54319	40	5,57	0	2022-07-13 10:15:40.063
879150	23208	54319	39	5,51	0	2022-07-13 10:15:45.080
879151	23208	54319	40	5,54	0	2022-07-13 10:15:50.110
879152	23208	54319	40	5,58	1	2022-07-13 10:15:55.143
879153	23208	54319	39	5,62	1	2022-07-13 10:16:00.160
879154	23208	54319	39	5,52	1	2022-07-13 10:16:05.173
879155	23208	54319	40	5,61	1	2022-07-13 10:16:10.207
879156	23208	54319	39	5,58	0	2022-07-13 10:16:15.237
879157	23208	54319	40	5,53	1	2022-07-13 10:16:20.270
879158	23208	54319	40	5,53	1	2022-07-13 10:16:25.300
879159	23208	54319	40	5,56	0	2022-07-13 10:16:30.330
879160	23208	54319	40	5,56	0	2022-07-13 10:16:35.330
879161	23208	54319	40	5,55	0	2022-07-13 10:16:40.363
879162	23208	54319	40	5,56	0	2022-07-13 10:16:45.380
879163	23208	54319	40	5,57	0	2022-07-13 10:16:50.410
879164	23208	54319	40	5,54	1	2022-07-13 10:16:55.440
879165	23208	54319	39	5,53	0	2022-07-13 10:17:00.457
879166	23208	54319	40	5,51	0	2022-07-13 10:17:05.503
879167	23208	54319	40	5,5	0	2022-07-13 10:17:10.503
879168	23208	54319	40	5,47	0	2022-07-13 10:17:15.537
879169	23208	54319	39	5,49	0	2022-07-13 10:17:20.567
879170	23208	54319	40	5,48	0	2022-07-13 10:17:25.583
879171	23208	54319	40	5,52	0	2022-07-13 10:17:30.613
879172	23208	54319	39	5,59	0	2022-07-13 10:17:35.630
879173	23208	54319	40	5,54	0	2022-07-13 10:17:40.647
879174	23208	54319	40	5,62	1	2022-07-13 10:17:45.707
879175	23208	54319	40	5,53	1	2022-07-13 10:17:50.710
879176	23208	54319	40	5,54	1	2022-07-13 10:17:55.740
879177	23208	54319	40	5,53	1	2022-07-13 10:18:00.757
879178	23208	54319	39	5,57	1	2022-07-13 10:18:05.787
879179	23208	54319	40	5,54	1	2022-07-13 10:18:10.803
879180	23208	54319	40	5,52	0	2022-07-13 10:18:15.850
879181	23208	54319	40	5,6	0	2022-07-13 10:18:20.913
879182	23208	54319	40	5,58	0	2022-07-13 10:18:25.880
879183	23208	54319	40	5,59	0	2022-07-13 10:18:30.913
879184	23208	54319	40	5,48	0	2022-07-13 10:18:35.930
879185	23208	54319	39	5,57	1	2022-07-13 10:18:40.960
879186	23208	54319	40	5,58	1	2022-07-13 10:18:45.977
879187	23208	54319	39	5,54	0	2022-07-13 10:18:51.007
879188	23208	54319	39	5,55	0	2022-07-13 10:18:56.023
879189	23208	54319	39	5,52	0	2022-07-13 10:19:01.057
879190	23208	54319	40	5,52	1	2022-07-13 10:19:06.100
879191	23208	54319	40	5,51	1	2022-07-13 10:19:11.100
879192	23208	54319	40	5,55	1	2022-07-13 10:19:16.133
879193	23208	54319	40	5,56	1	2022-07-13 10:19:21.150
879194	23208	54319	40	5,52	1	2022-07-13 10:19:26.180
879195	23208	54319	40	5,52	1	2022-07-13 10:19:32.633
879196	23208	54319	39	5,54	1	2022-07-13 10:19:37.007
879197	23208	54319	40	5,6	1	2022-07-13 10:19:41.243
879198	23208	54319	40	5,45	1	2022-07-13 10:19:46.273
879199	23208	54319	40	5,56	1	2022-07-13 10:19:51.307
879200	23208	54319	40	5,63	0	2022-07-13 10:19:56.337
879201	23208	54319	39	5,59	0	2022-07-13 10:20:01.353
879202	23208	54319	40	5,58	1	2022-07-13 10:20:06.383
879203	23208	54319	40	5,5	1	2022-07-13 10:20:11.417
879204	23208	54319	39	5,55	1	2022-07-13 10:20:16.430
879205	23208	54319	39	5,55	0	2022-07-13 10:20:21.447
879206	23208	54319	40	5,54	0	2022-07-13 10:20:26.480
879207	23208	54319	40	5,53	0	2022-07-13 10:20:31.510
879208	23208	54319	39	5,6	0	2022-07-13 10:20:36.527
879209	23208	54319	40	5,62	1	2022-07-13 10:20:41.557
879210	23208	54319	40	5,6	1	2022-07-13 10:20:46.573
879211	23208	54319	39	5,54	0	2022-07-13 10:20:51.603
879212	23208	54319	39	5,51	0	2022-07-13 10:20:56.637
879213	23208	54319	40	5,47	0	2022-07-13 10:21:01.650
879214	23208	54319	40	5,53	0	2022-07-13 10:21:06.683
879215	23208	54319	40	5,51	0	2022-07-13 10:21:11.700
879216	23208	54319	39	5,57	0	2022-07-13 10:21:16.730
879217	23208	54319	40	5,52	1	2022-07-13 10:21:21.760
879218	23208	54319	40	5,53	0	2022-07-13 10:21:26.777
879219	23208	54319	40	5,53	1	2022-07-13 10:21:31.793
879220	23208	54319	40	5,56	0	2022-07-13 10:21:36.823
879221	23208	54319	40	5,59	0	2022-07-13 10:21:41.857
879222	23208	54319	39	5,54	0	2022-07-13 10:21:46.870
879223	23208	54319	40	5,53	0	2022-07-13 10:21:51.903
879224	23208	54319	40	5,64	0	2022-07-13 10:21:56.937
879225	23208	54319	39	5,55	0	2022-07-13 10:22:01.950
879226	23208	54319	40	5,56	0	2022-07-13 10:22:06.983
879227	23208	54319	39	5,51	0	2022-07-13 10:22:12.000
879228	23208	54319	39	5,53	0	2022-07-13 10:22:17.030
879229	23208	54319	40	5,54	0	2022-07-13 10:22:22.060
879230	23208	54319	40	5,57	1	2022-07-13 10:22:27.077
879231	23208	54319	40	5,54	0	2022-07-13 10:22:32.110
879232	23208	54319	39	5,49	0	2022-07-13 10:22:37.123
879233	23208	54319	40	5,51	1	2022-07-13 10:22:42.157
879234	23208	54319	40	5,7	0	2022-07-13 10:22:47.187
879235	23208	54319	40	5,48	0	2022-07-13 10:22:52.203
879236	23208	54319	39	5,48	0	2022-07-13 10:22:57.217
879237	23208	54319	40	5,56	0	2022-07-13 10:23:02.250
879238	23208	54319	40	5,53	1	2022-07-13 10:23:07.263
879239	23208	54319	40	5,54	0	2022-07-13 10:23:12.310
879240	23208	54319	40	5,58	0	2022-07-13 10:23:17.327
879241	23208	54319	40	5,55	1	2022-07-13 10:23:22.343
879242	23208	54319	39	5,57	0	2022-07-13 10:23:27.390
879243	23208	54319	40	5,53	1	2022-07-13 10:23:32.407
879244	23208	54319	40	5,58	1	2022-07-13 10:23:37.437
879245	23208	54319	40	5,56	1	2022-07-13 10:23:42.470
879246	23208	54319	40	5,53	1	2022-07-13 10:23:47.470
879247	23208	54319	40	5,54	0	2022-07-13 10:23:52.517
879248	23208	54319	40	5,58	0	2022-07-13 10:23:57.530
879249	23208	54319	40	5,56	0	2022-07-13 10:24:02.563
879250	23208	54319	40	5,54	0	2022-07-13 10:24:07.580
879251	23208	54319	40	5,56	0	2022-07-13 10:24:12.610
879252	23208	54319	40	5,53	1	2022-07-13 10:24:17.640
879253	23208	54319	40	5,55	0	2022-07-13 10:24:22.657
879254	23208	54319	40	5,58	0	2022-07-13 10:24:27.673
879255	23208	54319	40	5,57	1	2022-07-13 10:24:32.703
879256	23208	54319	39	5,6	1	2022-07-13 10:24:37.737
879257	23208	54319	40	5,64	1	2022-07-13 10:24:42.767
879258	23208	54319	40	5,56	0	2022-07-13 10:24:47.767
879259	23208	54319	39	5,49	0	2022-07-13 10:24:52.800
879260	23208	54319	40	5,56	0	2022-07-13 10:24:57.830
879261	23208	54319	40	5,55	1	2022-07-13 10:25:02.860
879262	23208	54319	40	5,52	1	2022-07-13 10:25:08.000
879263	23208	54319	40	5,6	0	2022-07-13 10:25:12.910
879264	23208	54319	40	5,76	1	2022-07-13 10:25:17.923
879265	23208	54319	40	8,69	1	2022-07-13 10:25:22.957
879266	23208	54319	40	11,04	1	2022-07-13 10:25:27.970
879267	23208	54319	40	11,07	0	2022-07-13 10:25:33.020
879268	23208	54319	40	11,01	0	2022-07-13 10:25:38.033
879269	23208	54319	40	10,97	0	2022-07-13 10:25:43.050
879270	23208	54319	39	11,01	0	2022-07-13 10:25:48.080
879271	23208	54319	40	10,98	0	2022-07-13 10:25:53.097
879272	23208	54319	40	10,96	0	2022-07-13 10:25:58.130
879273	23208	54319	40	10,96	1	2022-07-13 10:26:03.143
879274	23208	54319	40	10,99	0	2022-07-13 10:26:08.177
879275	23208	54319	40	10,89	1	2022-07-13 10:26:13.207
879276	23208	54319	40	8,51	0	2022-07-13 10:26:18.223
879277	23208	54319	40	5,55	1	2022-07-13 10:26:23.253
879278	23208	54319	40	4,96	1	2022-07-13 10:26:28.283
879279	23208	54319	40	4,97	1	2022-07-13 10:26:33.300
879280	23208	54319	40	4,99	1	2022-07-13 10:26:38.333
879281	23208	54319	40	4,9	1	2022-07-13 10:26:43.347
879282	23208	54319	40	6,56	1	2022-07-13 10:26:48.380
879283	23208	54319	40	9,72	1	2022-07-13 10:26:53.410
879284	23208	54319	40	10,65	1	2022-07-13 10:26:58.473
879285	23208	54319	40	10,91	0	2022-07-13 10:27:03.457
879286	23208	54319	40	10,97	1	2022-07-13 10:27:08.473
879287	23208	54319	40	10,91	1	2022-07-13 10:27:13.520
879288	23208	54319	40	10,94	0	2022-07-13 10:27:18.537
879289	23208	54319	40	10,88	0	2022-07-13 10:27:23.550
